"","Class","Path","X1","X2","X3","X4","X5","X6","X7","X8","X9","X10","X11","X12","X13","X14","X15","X16","X17","X18","X19","X20","X21","X22","X23","X24","X25","X26","X27","X28","X29","X30","X31","X32","X33","X34","X35","X36","X37","X38","X39","X40","X41","X42","X43","X44","X45","X46","X47","X48","X49","X50","X51","X52","X53","X54","X55","X56","X57","X58","X59","X60","X61","X62","X63","X64","X65","X66","X67","X68","X69","X70","X71","X72","X73","X74","X75","X76","X77","X78","X79","X80","X81","X82","X83"
"1","3","/home/pshkrjshnde/Workspace/PR/Assignment4/3/three10.png",7.44371725835141,0.52875091989218,0.958159218782724,0.97570897253419,0.781450050645811,0.17006427395224,0.0208475643580379,0.00845474770770517,-7.95212335879824e-05,-0.00226038256456734,7.92211372841963e-05,1332.01142428505,396.112364483471,360.71394158359,103.514154278515,360.71394158359,396.112364483471,109.672328614316,192.158896323324,333.28490293929,102.65423106243,110.313383415142,313.043219538967,297.141162945919,55.701744741957,108.063181018986,62.2855682556656,279.295548234527,140.820672634728,290.477364698865,204.705075459153,63.3185126453322,92.2759389541416,118.833707214243,334.57331742978,297.141162945919,140.820672634728,279.295548234527,22.1836080668656,108.063181018986,55.701744741957,109.672328614316,313.043219538968,110.313383415142,43.819930835381,333.28490293929,192.158896323324,0,2.35924179644,-3.05317371784259,2.30847555615859,3.05317371784259,-2.35924179644,1.74528761866238,-1.92041432978543,0.0658486036367109,-0.603532131785272,-2.18326688063995,2.63895642712222,-2.72275881926235,1.92879510202995,-0.0290309265923347,0.223228586916096,0.540576848897122,-2.30436738591183,3.02148467605954,-0.260242121639228,0.303703213345616,2.98617645135385,3.06572930043073,-0.133949253020869,2.72275881926235,2.30436738591183,-0.540576848897122,-2.68879306595155,0.0290309265923346,-1.92879510202995,-1.74528761866238,-2.63895642712222,2.18326688063995,-0.480341012327184,-0.0658486036367109,1.92041432978543
"2","3","/home/pshkrjshnde/Workspace/PR/Assignment4/3/three12.jpg",0.511091764418378,0.546210687101826,1.1447566336076,0.981044111676422,0.23454364176374,0.0041358780896376,1.72599269741037e-06,8.24294813798429e-06,3.09446025782187e-11,5.0214974196723e-07,-3.01998390137966e-12,2826.95827805611,468.500993814474,180.341071338176,78.8512367006684,180.341071338176,468.500993814474,67.5590814255156,73.9521837901561,62.0177904176835,52.2452548603392,75.792898662404,68.5265648596461,171.54483220279,118.380839342428,16.1402443786483,75.1588667012426,50.6679188199655,118.164000641924,73.9978595753464,78.0923830865093,67.6243512628281,38.5999507600452,64.5968536221046,72.1040308203524,171.54483220279,118.164000641924,50.6679188199655,76.9717988126862,16.1402443786484,118.380839342428,67.5590814255156,68.5265648596461,75.792898662404,31.2135895068348,62.0177904176836,73.9521837901562,0,-0.152433668503805,2.64724948697289,2.50892675630329,-2.64724948697289,0.152433668503806,-0.167803511109562,2.1971675113502,-1.5349724851219,-1.09304148566497,1.5805660218015,-2.30517958610863,-0.00412689009113585,-2.97922017715255,1.74832371100207,0.488523420963551,-1.58091365465931,2.85007256149527,0.134401484726104,-3.03617339369651,-0.0784558070134324,2.73775924265252,-0.192650068131545,3.12243759045667,0.00412689009113602,-2.85007256149527,1.58091365465931,0.0528270708019596,-1.74832371100207,2.97922017715255,0.167803511109563,2.30517958610863,-1.5805660218015,-1.12171172127764,1.5349724851219,-2.1971675113502
"3","3","/home/pshkrjshnde/Workspace/PR/Assignment4/3/three13.png",4.97831942125765,0.502307519236909,0.795384000041225,0.988471267313635,0.330493732519095,0.000338485470626855,2.98410884144291e-07,4.02520620529882e-05,-1.10193249418274e-10,-6.44575585205298e-07,8.55515691822998e-11,1479.20791503268,88.8075216223037,65.8189957199055,108.129449955894,65.8189957199055,88.8075216223037,59.4786842563945,80.9625625042148,38.4406437506242,54.9758398474736,54.9727768186839,94.1073873979096,62.7201119796462,67.8360863044925,19.6931453400658,69.9303858711736,35.1047051931288,61.7593547971255,23.9719251893103,58.1656554384187,99.7461359946882,54.8483470448724,95.2794437410324,48.3749525747523,62.7201119796462,61.7593547971255,35.1047051931288,88.2733647753303,19.6931453400658,67.8360863044925,59.4786842563945,94.1073873979096,54.9727768186839,35.3964835232618,38.4406437506242,80.9625625042148,0,2.65028916233454,-0.775079536876893,-0.191374289677537,0.775079536876893,-2.65028916233454,0.0988607400645644,-0.412365314850944,0.871925346387003,2.7266065541371,-1.1334692046744,0.398348517069332,2.98185891646486,0.111572586745037,-2.37985879087997,-2.96829819638802,1.93813888874611,-0.50767614215849,-3.04824518957989,-0.00714842785180984,3.08587194989634,0.130399884168044,-3.08897089968383,0.0678094346357032,-2.98185891646486,0.507676142158491,-1.93813888874611,-3.01212283784724,2.37985879087998,-0.111572586745036,-0.0988607400645641,-0.398348517069331,1.1334692046744,2.749798185247,-0.871925346387003,0.412365314850946
"4","3","/home/pshkrjshnde/Workspace/PR/Assignment4/3/three14.jpg",0.919124270225187,0.549867772462402,1.72556132602795,0.920214237775504,0.1960962492533,1.18945713822264e-05,9.13310290784454e-08,1.24122689937084e-06,-4.16328244013546e-13,1.58645297895648e-09,3.63609601270555e-14,3262.90995424837,257.437032378446,114.549804151182,50.1999166171885,114.549804151182,257.437032378446,114.77654372231,95.8923649815033,55.8866871452583,69.7703060635168,54.7034784977819,83.2411744345228,99.6039769831287,99.6797826770956,70.1305554496651,33.1572879098832,39.7897560892895,68.8613433653705,45.418149376621,50.4023842242945,67.3081355283169,75.0228343413165,46.0888959898464,19.7532327768163,99.6039769831286,68.8613433653705,39.7897560892895,37.5531559420255,70.1305554496651,99.6797826770956,114.77654372231,83.2411744345228,54.7034784977819,57.1403192971455,55.8866871452583,95.8923649815033,0,-0.167714881135217,2.61452580996668,2.19156909138457,-2.61452580996668,0.167714881135217,-0.315424728314585,2.40531315839534,-1.58814975996134,-0.90068449058837,1.34702177219135,-2.95422475129207,0.442189246950896,-2.40781207913194,1.07867660559402,1.37349544308406,-0.82733208252308,-3.11387708335598,-2.24720655921208,1.46674289612693,-0.917887820647254,3.10664148396278,-0.186154295675279,1.33681783284025,-0.442189246950896,3.11387708335598,0.82733208252308,1.4552602457922,-1.07867660559402,2.40781207913194,0.315424728314585,2.95422475129207,-1.34702177219135,-0.43731681409869,1.58814975996134,-2.40531315839534
"5","3","/home/pshkrjshnde/Workspace/PR/Assignment4/3/three15.png",48.0376202107402,0.00344869601795002,5.67447417272672,0.159981459143793,0.446825744851845,0.0508956698395623,0.00316253168722281,0.000171619639485069,-1.02917074952496e-07,-3.70024704708815e-05,-7.34433772537598e-08,704.397833098022,114.223516361237,93.0163962735228,22.4479752834158,93.0163962735228,114.223516361237,66.4808681940225,58.1182482245242,27.2561565376064,32.7014146415667,45.8435473539591,128.201213776302,67.0622078347451,36.988620048017,30.5354529356281,30.4199376843483,30.5192870328464,112.110830210323,67.5082039520472,35.9541651618657,24.9127878538517,42.5650471447982,27.6709903657492,32.2239281660022,67.0622078347451,112.110830210323,30.5192870328464,9.91555159026165,30.5354529356281,36.988620048017,66.4808681940225,128.201213776302,45.8435473539591,30.7571827606871,27.2561565376064,58.1182482245242,0,3.02134755334425,-3.0165833132113,0.163993372097258,3.0165833132113,-3.02134755334425,0.232347007887155,2.33768734961863,-1.41344406759798,1.84997371614026,1.03630618851769,1.43749575582321,2.94038667469109,-1.99060087826197,0.694011713534259,0.831768512434008,0.73003609867723,-2.14699448465265,2.55508855734588,-0.618887375242695,0.00246225442443337,-0.182451374126004,2.50560365592699,2.68419685267052,-2.94038667469109,2.14699448465265,-0.73003609867723,-2.05181227638554,-0.694011713534259,1.99060087826197,-0.232347007887155,-1.43749575582321,-1.03630618851769,2.86634150225085,1.41344406759798,-2.33768734961863
"6","3","/home/pshkrjshnde/Workspace/PR/Assignment4/3/three16.jpg",4.22311852953939,0.112178590236707,3.78170993715497,0.837563168526111,0.236752498043507,0.00177864797607476,4.88613464183033e-06,6.98741650793805e-06,-4.08016308285258e-11,-2.69922915559118e-07,-1.46598093523344e-12,1175.78949320378,110.645209231325,50.4989758629591,0.966687496952637,50.4989758629591,110.645209231325,17.1809267420719,9.03916142090984,12.0804277572211,5.22583600440507,24.1491694839137,58.2917410969671,57.6451509902286,8.58418424722775,34.316515672334,13.0682230479358,10.3483612335918,42.7897681973423,53.3519122315466,12.7847966216261,10.6759691543796,5.39995967501062,20.9101118646946,23.0345115380816,57.6451509902286,42.7897681973423,10.3483612335918,7.63136490838221,34.3165156723339,8.58418424722774,17.1809267420719,58.2917410969671,24.1491694839137,3.94794698672712,12.0804277572211,9.03916142090982,0,-0.309926321406251,0.757245899507574,0.587646470110252,-0.757245899507574,0.309926321406251,-0.418648345575842,1.05770950816464,2.05225970559094,0.557187239446693,1.83229018235848,-1.38598723852115,0.084067523167496,0.459444590825409,-1.85396128255764,-3.05158430219835,3.09141083197954,1.50397558025736,0.342788061379594,3.01197307313576,-2.76127631045393,1.35542141082099,-2.31675873938834,2.90376047024942,-0.0840675231674951,-1.50397558025736,-3.09141083197954,-2.2376769458195,1.85396128255764,-0.459444590825408,0.418648345575843,1.38598723852115,-1.83229018235847,1.51665846877547,-2.05225970559094,-1.05770950816464
"7","3","/home/pshkrjshnde/Workspace/PR/Assignment4/3/three17.jpg",1.31967589692186,0.300846575939663,2.30739983592616,0.929033377822924,0.211158067212524,8.01657169810545e-05,1.28750896595737e-06,9.45573137691722e-07,-1.02428924038271e-13,8.2880461600801e-09,-1.03828049134418e-12,887.588282267829,97.115647089888,22.5631120586917,27.1802287163507,22.5631120586917,97.115647089888,16.7006438967247,15.4619350851379,4.73471668793439,17.6118540600535,28.399224998725,29.6313934734045,44.3632569948724,31.8288774074413,7.50759072047232,12.3039196933754,14.3593901267095,30.3655057536284,14.4086693735136,17.0508886184605,21.9068385469672,18.3884633162201,19.3900685239105,13.8413790229067,44.3632569948724,30.3655057536284,14.3593901267095,19.3065539355233,7.50759072047232,31.8288774074413,16.7006438967246,29.6313934734045,28.399224998725,7.46344197924737,4.7347166879344,15.4619350851379,0,-0.0894656601930514,2.38122213616816,2.68197483354843,-2.38122213616816,0.0894656601930514,-0.0858691547158609,2.81351868481485,-1.8063122004243,-0.739513835405403,1.60487153980115,-2.17183811254958,-0.0181611164457782,-2.67683607793564,2.17819870977199,0.545873597545234,-1.50083188256416,2.81954757095783,0.430616351819321,2.83757707816464,-0.668445795468524,2.24337474609322,-0.675643608468677,3.05531226187502,0.0181611164457782,-2.81954757095783,1.50083188256416,-0.326974599009909,-2.17819870977199,2.67683607793564,0.0858691547158609,2.17183811254958,-1.60487153980115,-0.547345349444568,1.8063122004243,-2.81351868481485
"8","3","/home/pshkrjshnde/Workspace/PR/Assignment4/3/three18.jpg",2.54069784706756,0.525944971515365,1.98866513292537,0.891459221227618,0.205075193127181,2.01887507367425e-05,2.27540067281139e-07,4.77205547779171e-06,-1.43619989405293e-12,1.3753288607125e-08,-4.76072423827099e-12,1188.07986056645,115.96108947316,37.6697255837507,34.5285761838997,37.6697255837506,115.96108947316,47.4246912718589,35.1323262857503,18.546643179617,33.1374679997703,37.6659385489401,35.7502950157961,55.8286541246861,42.8116587566909,14.8994298732884,18.0971535106243,26.1720229601329,38.1473355758977,3.26047134036358,12.7008586239563,26.1348071394129,35.9562895874241,27.3357569532873,4.76996735968499,55.8286541246861,38.1473355758977,26.1720229601329,9.78448240726217,14.8994298732884,42.8116587566908,47.4246912718589,35.7502950157961,37.6659385489401,25.8117267090147,18.546643179617,35.1323262857504,0,-0.277123948154176,2.13677877566305,2.6848414686935,-2.13677877566305,0.277123948154177,-0.282320184781909,2.40029687055979,-1.84892948368938,-0.524939604417102,1.87657003424194,-2.55683698691373,0.10151260463327,-2.89654182644583,0.415937284431117,1.53262771682021,-1.22159970169531,2.904590972724,-2.21827718477554,2.25320737787534,-0.620773035086313,3.05954554437322,-0.205221818648226,2.9918795728897,-0.10151260463327,-2.904590972724,1.22159970169531,0.357862529661536,-0.415937284431117,2.89654182644583,0.282320184781909,2.55683698691373,-1.87657003424194,-0.408413455990228,1.84892948368938,-2.40029687055979
"9","3","/home/pshkrjshnde/Workspace/PR/Assignment4/3/three19.jpg",3.0958206482808,0.143704240632818,3.4637492193928,0.856400826988484,0.260220559967104,0.00416276692146654,1.90584063847977e-05,9.17029980981654e-05,-3.81879485844418e-09,-5.91642356880048e-06,3.37776898255863e-10,628.261783520501,84.5340746404502,37.1516708004301,9.09743958942748,37.1516708004301,84.5340746404502,13.5234531161049,21.3466752940331,18.922741650942,2.35480608288674,16.990954412361,30.3025852614641,28.7848586811158,62.1942219602111,29.4693474136575,8.37739273177499,18.5091887866094,24.0859009488801,47.0879851127052,19.6657239749014,4.57392550622235,15.2408573359743,6.03071886948527,16.1924585976239,28.7848586811158,24.0859009488801,18.5091887866094,18.1092463623209,29.4693474136576,62.1942219602111,13.5234531161049,30.3025852614641,16.990954412361,9.89982104033478,18.922741650942,21.3466752940331,0,-0.791897423267762,-0.0563310381080317,-0.173035926699444,0.0563310381080319,0.791897423267762,3.10942113535407,1.44739654355787,0.246998056925362,-2.73911335385578,-1.87623247483384,-1.4081120142374,-0.676158306499867,0.799563961775584,-2.88821175681927,-2.06489026448822,2.75162252227451,-0.107870134179178,0.0370444477949035,-3.0265733942197,-0.4003496985937,2.24194888461136,1.4357070243774,2.18868751032001,0.676158306499868,0.107870134179179,-2.75162252227451,-2.69121227468312,2.88821175681927,-0.799563961775583,-3.10942113535407,1.4081120142374,1.87623247483384,-0.0443039875934188,-0.246998056925362,-1.44739654355787
"10","3","/home/pshkrjshnde/Workspace/PR/Assignment4/3/three1.jpg",1.73961923847695,0.346979768370408,1.41786287084887,0.961141876400831,0.214566652986745,0.000101141762124774,2.1604097232627e-07,3.96555353858897e-06,-2.42223997928768e-12,2.74676934576034e-08,2.75775893946466e-12,1254.89277647059,132.843659197059,53.1938655205312,101.234925595825,53.1938655205312,132.843659197059,12.8605639884366,25.0576054406156,16.3865903024584,10.6379296790772,46.4243524729864,33.3901569498627,65.6733573256116,26.9651921555607,56.1174727117943,67.1458114241547,61.5498664290461,13.6456849524874,44.6594100137479,46.0907356075344,21.284631784576,14.3663200443678,33.1583204881718,42.7477058447992,65.6733573256116,13.6456849524874,61.5498664290461,85.0865089008287,56.1174727117943,26.9651921555607,12.8605639884366,33.3901569498627,46.4243524729864,18.4184436961672,16.3865903024585,25.0576054406156,0,-0.191618598343306,0.908774632574698,2.79589254305751,-0.908774632574698,0.191618598343306,-1.05043311798509,1.70598636922673,-2.21379465339554,-1.78347388734604,1.57398115518988,-1.59126396159995,-0.113623872249352,3.01659826871481,-2.95625906312449,-0.120215423782991,3.09537946648343,2.74428499888666,0.0296939170781158,-2.64614435493184,0.510964561019157,-3.01231535718172,-0.602737030098288,2.5805867497716,0.113623872249352,-2.74428499888666,-3.09537946648343,-0.2019853143032,2.95625906312449,-3.01659826871481,1.05043311798509,1.59126396159995,-1.57398115518988,-0.171390657132483,2.21379465339554,-1.70598636922674
